label,text,Fake Authority Claim,Threat Language,Payment Pressure,Remote Access Request,OTP Request,Isolation Tactics
scam,As a valued network customer you have been selected to receive 9000 INR prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,0,0,0,0,0,0
scam,Had your mobile 11 months or more? you are entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030.,0,0,0,0,0,0
normal,"Ok, i'm watching here.",0,0,0,0,0,0
normal,Is that seriously how you spell his name?,0,0,0,0,0,0
normal,"I‘m going to try for 2 months,ha ha only joking.",0,0,0,0,0,0
normal,Did you catch the bus? Are you frying an egg? Did you make a tea? Are you eating your mom's left over dinner? Do you feel my Love ?,0,0,0,0,0,0
normal,"I'm back &amp; we're packing the car now, I'll let you know if there's room.",0,0,0,0,0,0
normal,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,0,0,0,0,0,0
normal,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend.,0,0,0,0,0,0
normal,OK tell me anything about you.,0,0,0,0,0,0
normal,you don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0,0,0,0,0,0
normal,What you thinked about me. First time you saw me in class.,0,0,0,0,0,0
normal,Do you know what Mallika Sherawat did yesterday?,0,0,0,0,0,0
scam,Congrats! 1 year special cinema pass for 2 is yours. Dont miss out!,0,0,0,0,0,0
normal,"Sorry, I'll call later in meeting.",0,0,0,0,0,0
normal,Tell where you reached.,0,0,0,0,0,0
normal,Yes..gauti and sehwag out of odi series.,0,0,0,0,0,0
normal,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0,0,0,0,0,0
normal,Ha ha ha good joke. Girls are situation seekers.,0,0,0,0,0,0
normal,Its a part of checking IQ.,0,0,0,0,0,0
normal,"Sorry my roommates took forever, it's ok if I come by now?",0,0,0,0,0,0
normal,I plan to give on this month end.,0,0,0,0,0,0
normal,Wah lucky man... Then can save money... Hee...,0,0,0,0,0,0
normal,Finished class where are you.,0,0,0,0,0,0
scam,HI BABE I AM AT HOME NOW WANNA DO SOMETHING? XXX,0,0,0,0,0,0
normal,"ok, where are you? how did you performed?",0,0,0,0,0,0
normal,you can call me now...,0,0,0,0,0,0
normal,I am waiting machan. Call me once you free.,0,0,0,0,0,0
normal,Thats cool. i am a gentleman and will treat you with dignity and respect.,0,0,0,0,0,0
normal,I like you peoples very much. but i am very shy pa.,0,0,0,0,0,0
normal,Does not operate after  &lt;#&gt;  or what,0,0,0,0,0,0
normal,It's not the same here. Still looking for a job. How much do you earn there.,0,0,0,0,0,0
normal,"Sorry, I'll call later.",0,0,0,0,0,0
normal,OK. Did you call me just now?,0,0,0,0,0,0
normal,Ok i am on the way to home.,0,0,0,0,0,0
normal,You will be in the place of that man.,0,0,0,0,0,0
normal,Yup next stop.,0,0,0,0,0,0
normal,"I call you later, don't have network. If urgent, sms me.",0,0,0,0,0,0
normal,For real when you getting on you? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0,0,0,0,0,0
normal,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0,0,0,0,0,0
normal,I'm really not up to it still tonight babe,0,0,0,0,0,0
normal,come when you are free.,0,0,0,0,0,0
normal,Watching telugu movie. what about you?,0,0,0,0,0,0
normal,i see. When we finish we have loads of loans to pay.,0,0,0,0,0,0
normal,Does that cause prob for you?,0,0,0,0,0,0
normal,I see a cup of coffee animation.,0,0,0,0,0,0
normal,Please don't text me anymore. I have nothing else to say.,0,0,0,0,0,0
normal,Okay name your price as long as its legal! When can I pick them up?,0,0,0,0,0,0
normal,I'm still looking for a car to buy. And have not gone fourth driving test yet.,0,0,0,0,0,0
normal,As per your request 'balle balle' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,0,0,0,0,0
normal,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nice, something changed. Cuz on my signin page it still says boston.",0,0,0,0,0,0
normal,Umma my life and vava umma love you lot dear,0,0,0,0,0,0
normal,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0,0,0,0,0,0
normal,"All right, I'll hit you up when I get some cash",0,0,0,0,0,0
normal,How would my ip address test that considering my computer isn't a minecraft server,0,0,0,0,0,0
normal,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0,0,0,0,0,0
normal,Dont worry. I guess he's busy.,0,0,0,0,0,0
normal,What is the plural of the noun research?,0,0,0,0,0,0
normal,Going for dinner. msg you after.,0,0,0,0,0,0
normal,I'm ok with it because i like to try new things. But i scared you done like me. because you said not too loud.,0,0,0,0,0,0
normal,"Hmm, my uncle just informed me that he's paying the school directly. So please buy food.",0,0,0,0,0,0
scam,Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,0,0,0,0,0,0
scam,Your Mobile No. was awarded 2000 INR Bonus Caller Prize on 5/9/0021 This is our final try to contact U! download xyz application to get it.,0,0,0,0,0,0
normal,here is my new address -apples&pairs&all that malarky,0,0,0,0,0,0
scam,Todays Vodafone numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,0,0,0,0,0,0
normal,I am going to sao mu today. Will be done only at 12,0,0,0,0,0,0
normal,you predict what time you will finish buying?,0,0,0,0,0,0
normal,"Good stuff, will do.",0,0,0,0,0,0
normal,"Just so that you know, ram hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0,0,0,0,0,0
normal,Are you there in room.,0,0,0,0,0,0
normal,HEY GIRL. HOW ARE YOU? HOPE YOU ARE WELL ME AND RAM ARE BACK! AGAIN LONG TIME NO SEE! GIVE ME A CALL SUM TIME FROM LUCY,0,0,0,0,0,0
normal,"ok, how much does it cost?",0,0,0,0,0,0
normal,"Dear, will call Tomorrow. please accomodate.",0,0,0,0,0,0
normal,First answer my question.,0,0,0,0,0,0
scam,Sunshine Quiz Weekly quize! Win a top Sony DVD call 789654123.,0,0,0,0,0,0
normal,He is there. You call and meet him.,0,0,0,0,0,0
normal,No no. I will check all rooms before activities.,0,0,0,0,0,0
normal,Got see... I lazy to type... I forgot you in lecture... I saw a pouch but like not very nice...,0,0,0,0,0,0
normal,"OK, text me when you're on the way",0,0,0,0,0,0
normal,"Sir, Waiting for your mail.",0,0,0,0,0,0
normal,"A sweet thought: ""Never get tired of doing little things for lovable persons.."" because..somtimes those little things occupy the biggest part in their Hearts.. good night",0,0,0,0,0,0
normal,I know you are. Can you please open the back?,0,0,0,0,0,0
normal,Yes see ya not on the dot.,0,0,0,0,0,0
normal,Whats the staff name who is taking class for us?,0,0,0,0,0,0
normal,Ummma.will call after check in.our life will begin from qatar so please pray very hard.,0,0,0,0,0,0
normal,oK..i deleted my contact that why?,0,0,0,0,0,0
normal,Sindu got job in birla soft ..,0,0,0,0,0,0
normal,The wine is flowing and i have nevering..,0,0,0,0,0,0
normal,Yup i think cine is better cos no need to go down to plaza.,0,0,0,0,0,0
normal,Ok... your typical reply...,0,0,0,0,0,0
normal,As per your request 'Melle Melle' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,0,0,0,0,0
normal,"You are everywhere dirty, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,0,0,0,0,0
normal,All right are you at work?,0,0,0,0,0,0
normal,I'm leaving my house now.,0,0,0,0,0,0
normal,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0,0,0,0,0,0
scam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,0,0,0,0,0,0
scam,You are a winner you have been specially selected to receive £1000 cash or a 4* holiday (flights inc) speak to a live operator to claim 0871277810810,0,0,0,0,0,0
normal,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0,0,0,0,0,0
normal,New car and house for my parents.i have only new job in hand:),0,0,0,0,0,0
normal,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,0,0,0,0,0
normal,I place all your points one cultures module already.,0,0,0,0,0,0
normal,"Hi friend, which is best way to avoid missunderstding with our beloved one's?",0,0,0,0,0,0
normal,Great escape. I fancy the bridge but needs her lager. See you tomarrow.,0,0,0,0,0,0
normal,Yes :)it completely in out of form:)clark also utter waste.,0,0,0,0,0,0
scam,"Sir, I need AXIS BANK account number and bank address.",0,0,1,0,0,0
normal,"Hmmm.. Thanks sure got time to hope ard... Ya, can go for free about... Muz call you to discuss liao...",0,0,0,0,0,0
normal,What time you coming down later?,0,0,0,0,0,0
normal,"Bloody hell, can't believe you forgot my surname Mr . I will give you a clue, its spanish and begins with m...",0,0,0,0,0,0
normal,"Well, i'm gonna finish my bath now. Have a good...fine night.",0,1,0,0,0,0
normal,Let me know when you've got the money so carlos can make the call,0,0,0,0,0,0
normal,you still going to the mall?,0,0,0,0,0,0
normal,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,0,0,0,0,0
normal,Text her. If she doesnt reply let me know so i can have her log in,0,0,0,0,0,0
normal,Hi! You just spoke to MANEESHA . We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,0,0,0,0,0
normal,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a great weekend,0,0,0,0,0,0
normal,you can trust me.,0,0,0,0,0,0
normal,ok. I am a gentleman and will treat you with dignity and respect.,0,0,0,0,0,0
normal,"He will, you guys close?",0,0,0,0,0,0
normal,Going on nothing great.bye,0,0,0,0,0,0
normal,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,0,0,0,0,0
normal,"Haha awesome, be there in a minute",0,0,0,0,0,0
scam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed 1000 rupees cash or £5000 prize!,0,0,0,0,0,0
normal,Have you got Xmas radio times. If not i will get it now,0,0,0,0,0,0
normal,I just reached home. I go bathe first. But my sister using net tell you when she finishes k...,0,0,0,0,0,0
normal,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,0,0,0,0,0,0
normal,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.,0,0,0,0,0,0
normal,Hi :)finally i completed the course:),0,0,0,0,0,0
normal,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,0,0,0,0,0
normal,How are you doing? Hope you've settled in for the new school year. Just wishing you a great day,0,0,0,0,0,0
normal,Good morning dear hav a nice day.,0,0,0,0,0,0
normal,Did you got that persons story.,0,0,0,0,0,0
normal,is your hamster dead? Hey so tommaro i meet you at 1pm orchard mrt?,0,0,0,0,0,0
normal,Hi it's Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Text back if you can. :),0,0,0,0,0,0
normal,"Found it, ENC  &lt;#&gt; , where you at?",0,0,0,0,0,0
normal,I sent you  &lt;#&gt;  bucks,0,0,0,0,0,0
normal,Hello darlin i have finished college now so text me when you finish if you can love Kate xxx.,0,0,0,0,0,0
normal,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,1,0,0,0,0
normal,Goodmorning sleeping ram.,0,0,0,0,0,0
normal,you call me alter at 11 ok.,0,0,0,0,0,0
normal,you say untill like dat i done buy ericsson oso cannot oredi lar...,0,0,0,0,0,0
normal,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,0,0,0,0,0
normal,"Aight yo, dats straight dogg",0,0,0,0,0,0
normal,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,0,0,0,0,0
normal,"Both, i shoot big loads so get ready!",0,0,0,0,0,0
normal,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,0,0,0,0,0
normal,Home so we can always chat,0,0,0,0,0,0
normal,OK good:)study well.,0,0,0,0,0,0
normal,Yup... How you noe leh...,0,0,0,0,0,0
normal,Sounds great! Are you home now?,0,0,0,0,0,0
normal,Finally the match heading towards draw as your prediction.,0,0,0,0,0,0
normal,Tired. I haven't slept well the past few nights.,0,0,0,0,0,0
normal,Easy ah?sen got selected means its good..,0,0,0,0,0,0
normal,I have to take exam with march 3,0,0,0,0,0,0
normal,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0,0,0,0,0,0
normal,Ok no prob. Take your time.,0,0,0,0,0,0
normal,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,0,0,0,0,0
normal,"Sorry, I'll call later.",0,0,0,0,0,0
normal,"Life is more strict than teacher... Because Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,0,0,0,0,0
normal,Dear good morning now only i am up.,0,0,0,0,0,0
normal,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,0,0,0,0,0
normal,Dear we are going to our rubber place.,0,0,0,0,0,0
normal,"Sorry battery died, yeah I'm here.",0,0,0,0,0,0
normal,Yes:)here tv is always available in work place.,0,0,0,0,0,0
normal,I have printed it oh. So  &lt;#&gt;  come upstairs,0,0,0,0,0,0
normal,Or ill be a little closer like at the bus stop on the same street,0,0,0,0,0,0
normal,Where are you? when wil you reach here?,0,0,0,0,0,0
normal,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with your friends just. kick them &amp; say, I'm always correct.!",0,0,0,0,0,0
normal,Tomarrow final hearing on my laptop case so i can't.,0,0,0,0,0,0
normal,"PLEASE TELL ME, YOU WANT DONE SPORTSx",0,0,0,0,0,0
normal,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,0,0,0,0,0
normal,"Although i told you that i'm into big face watches now but i really like e watch you gave because it's from you. Thanks for everything that you have done today, i'm touched...",0,0,0,0,0,0
normal,you don't remember that old commercial?,0,0,0,0,0,0
normal,Too late. I said i have the website. I didn't i have or dont have the slippers.,0,0,0,0,0,0
normal,I asked you to call him now ok.,0,0,0,0,0,0
normal,Kallis wont bat in 2nd innings.,0,0,0,0,0,0
normal,It did not work again oh. Ok goodnight then. I will fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,0,0,0,0,0
scam,Congratulations you are awarded 500 of CD vouchers or 125gift guaranteed & Free entry to 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,0,0,0,0,0
normal,Ranjith cal drpd Deeraj and deepak five min hold.,0,0,0,0,0,0
normal,"When yor are lovable became angry wid you, do not take it seriously.. because being angry is the most childish and true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,0,0,0,0,0
normal,What you doing?how are you?,0,0,0,0,0,0
normal,"Ups which is three days also, and the shipping company that takes two weeks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,0,0,0,0,0
normal,"I'm back, lemme know when you're ready.",0,0,0,0,0,0
normal,Don't necessarily expect it to be done before you get back though because I'm just now heading out.,0,0,0,0,0,0
normal,Mmm so yummy babe ... Nice jolt to the suzy.,0,0,0,0,0,0
normal,Where are you lover? I need you.,0,0,0,0,0,0
scam,We tried to contact you are your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder?,0,0,0,0,0,0
normal,I‘m parked next to a MINI!!!! When are you coming in today do you think?,0,0,0,0,0,0
normal,Anyway i'm going shopping on my own now. because my sister not done yet. Do not disturb you liao.,0,0,0,0,0,0
normal,MY NO. IN LUTON 0125698789 RING ME IF YOUR AROUND!,0,0,0,0,0,0
scam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698.,0,0,0,0,0,0
normal,Why you Did not come with us.,0,0,0,0,0,0
normal,Same. Wana plan a trip sometime then.,0,0,0,0,0,0
normal,"Not sure yet, still trying to get a hold of him.",0,0,0,0,0,0
scam,your ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop?,0,0,0,0,0,0
normal,The evo. I just had to download flash. Jealous?,0,0,0,0,0,0
scam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,0,0,0,0,0,0
normal,"Come to me, we're sorting out our narcotics situation.",1,0,0,0,0,0
normal,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,0,0,0,0,0
normal,"Useful I guess, might as well take one car.",0,0,0,0,0,0
normal,No objection. My boyfriend not coming.,0,0,0,0,0,0
normal,Tell rob to mack his girlfriend in the theater.,0,0,0,0,0,0
normal,"Awesome, I'll see you in a bit.",0,0,0,0,0,0
normal,Just sent it. So what type of food do you like?,0,0,0,0,0,0
normal,All done? All handed in? Celebrations in full swing yet?,0,0,0,0,0,0
normal,You got called a tool?,0,0,0,0,0,0
normal,"""When you miss someone, the person is definitely special for you. But if the person is so special, why to miss them, just Keep-in-touch"" good evening.",0,0,0,0,0,0
normal,Ok. I asked for money how far.,0,0,0,0,0,0
normal,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,0,0,0,0,0
normal,"ok, I might come by to night then if my class lets out early.",0,0,0,0,0,0
normal,hi baby im cruisin with my girl friend what are you up to? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx.,0,0,0,0,0,0
normal,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World.",0,0,0,0,0,0
normal,"Dear,shall mail to night.busy in the street,shall update you tonight.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,0,0,0,0,0
normal,Hey you told your name to gautham ah?,0,0,0,0,0,0
normal,you found him? I feel so stupid.,0,0,0,0,0,0
normal,Oops. for got that bit.,0,0,0,0,0,0
normal,Are you this much buzy.,0,0,0,0,0,0
normal,I accidentally deleted the message. Resend please.,0,0,0,0,0,0
normal,Unless it's a situation where YOU GO GURL would be more appropriate,0,0,0,0,0,0
normal,Hurt me.Tease me.Make me cry... But and the end of my life when i die please keep one rose on my grave and say STUPID I MISS YOU.. HAVE A NICE DAY.,0,0,0,0,0,0
normal,I cant pick the phone right now. Please and a message,0,0,0,0,0,0
normal,Need a coffee run tomo?Can't believe it's that time of week already,0,0,0,0,0,0
normal,"Awesome, I remember the last time we got somebody high for the first time with diesel.",0,0,0,0,0,0
normal,"Shit that is really shocking and scary, can not imagine for a second. Define up for night out. Do you think there is somewhere i could crash for night, save on taxi?",0,0,0,0,0,0
normal,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,0,0,0,0,0,0
normal,He is a wondarfull actor.,0,0,0,0,0,0
normal,Yup... From what i remb... I think should be can book...,0,0,0,0,0,0
normal,Just ask if you wanna meet up?,0,0,0,0,0,0
normal,Lol yes. Our friendship is hanging on a thread because you won't buy stuff.,0,0,0,0,0,0
